X,municipality,district,region,latitude,longitude,ind_machine,ind_mining,ind_metals,russian_lang,forest,elev,dist_road,pop_density,dist_russia,yanukovych,rebel_violence,until_control
1271,Krynychne,Slovianoserbskyi,Luhansk,48.60399,38.71567,0.0390769478169977,0.25424137653775,0.20036986411514,0.546488888888889,1,0.311953352769679,0.00658194203012325,0.14970673662166,0.42132241255777,0.524348989732917,0,73
1272,Krinichnaya,Makivska,Donetsk,48.12899,38.02597,0.116112151079211,0.324869946530701,0.0998541746387978,0.588888888888889,0,0.699708454810496,0.19543117662267,0.191598301006077,0.35049481125246,0.904834844920207,0,73
1273,Krinichna,Trotskyi,Luhansk,49.7,38.31667,0.0598832030090072,0.175294466990003,0.0549341779669405,0.410366666666667,1,0.41399416909621,0.417777998442618,0.00691521338291403,0.162788514250077,0.705788479594337,0,1650
1274,Krynychky,Amvrosivskyi,Donetsk,47.8661,38.70393,0.104420362715525,0.540870666219789,0.268349905038543,0.205644444444444,1,0.533527696793003,0.168530880863643,0.0158492955055854,0.0609730974883987,0.785255900189148,0,113
1275,Kreydyane,Markivskyi,Luhansk,49.45389,39.32556,0.025377722545621,1.96219504218719e-4,0.00300869906468702,0.0714111111111111,1,0.466472303206997,0.212778630987379,0.00718488636750896,0.163269805055721,0.220722714551575,0,1650
1276,Khrystove,Slovianoserbskyi,Luhansk,48.7282,39.34099,0.186347447367496,0.0580301302563433,0.0608934590518865,0.584977777777778,1,0.12536443148688,0.358183992746103,0.0174517630591546,0.188025913383364,0.524348989732917,0,73
1277,Krestovka,Telmanivskyi,Donetsk,47.45333,38.07889,0.0168448331713638,5.9388834899039e-4,0.0704567541302235,0.221344444444444,1,0.291545189504373,0.21203528066261,0.0111527062222944,0.109036089579762,0.738941720478722,0,181
1278,Kripenskyy,Antratsitivska,Luhansk,48.07709,39.058,0.218116574532053,0.0815633789157211,0.0693434196489186,0.5478,1,0.551020408163265,0.0281622458392645,0.320584666618388,0.12018457421874,1,0,65
1279,Kremennoye,Snizhnenska,Donetsk,48.01667,38.76667,0.0301544240400668,0.457637729549249,0.143676961602671,0.781366666666667,1,0.717201166180758,0.00533799768081831,0.252760895552119,0.0953376304172996,0.866193917809335,0,73
1280,Kreminna,Kreminskyi,Luhansk,49.0495,38.21792,0.136987895716946,1.16387337057728e-4,0.209788175046555,0.249333333333333,1,0.180758017492711,0.0506296788090247,0.0141187849676078,0.503595097800488,0.494515167056929,0,1650
1281,Kremenivka,Volodarskyi,Donetsk,47.33627,37.47661,0.335724282715185,0.0031036985200736,0.374400642770132,0.550755555555556,0,0.230320699708455,0.369206726174124,0.0159614670299109,0.392425567403876,0.826443268947218,1,185
1282,Krasnyy Yar,Slovianskyi,Donetsk,49.06278,37.44083,0.203397389904788,0.0283503655296787,0.171769861738641,0.182711111111111,1,0.303206997084548,0.360416092302051,0.00851967933000942,0.589553149627288,0.790980338334592,1,1650
1283,Krasnyy Yar,Luhanska,Luhansk,48.65185,39.40564,0.187198905802791,0.0585192877586687,0.0614219497986373,0.681844444444444,1,0.104956268221574,0.69921685590238,0.699188202787935,0.14298705328625,0.0947032962654456,1,73
1284,Krasnyy Yar,Krasnodonskyi,Luhansk,48.2984,39.47927,0.203237912104953,0.366715256024563,0.0233539062742301,0.570477777777778,1,0.483965014577259,0.442240095667975,0.0407510696302301,0.201582032567483,0.489657887961827,1,73
1285,Krasnyy Yar,Krasnoarmiiskyi,Donetsk,48.24281,37.33735,0.0353228514730575,0.352587391237979,0.064631353991757,0.301233333333333,1,0.495626822157434,0.169970751197919,0.0113674289316112,0.670422326015103,0.717762176416756,1,1650
1286,Krasnyy Udar,Starobeshivskyi,Donetsk,47.53333,38.13333,0.187360039810898,4.14696856597827e-4,0.0352492328108153,0.387644444444444,1,0.323615160349854,0.479037256680699,0.0160820441682433,0.0890105515712348,0.80054370701652,0,181
1287,Krasnyy Profintern,Ienakiievska,Donetsk,48.26667,38.18333,0.151729594303547,0.144015647663839,0.155619533207332,0.6833,1,0.533527696793003,0.255127663591107,0.334118922271981,0.384909232574712,0.983211534824794,0,73
1288,Krasnyy Pakhar,Novoaidarskyi,Luhansk,48.88667,39.17028,0.156173133380941,0.0292192335158296,0.0602733476156471,0.539644444444444,1,0.145772594752187,0.0537104550737581,0.00834925804164965,0.286674593732538,0.362506158509647,0,73
1289,Krasnyy Pakhar,Popasnianskyi,Luhansk,48.49777,38.2895,0.330647164343866,0.0429143093693942,0.0346074237615565,0.357355555555556,1,0.440233236151603,0.292873736463197,0.0144311650956916,0.472619702566933,0.817865903340816,0,73
1290,Krasnyy Oktyabr,Ienakiievska,Donetsk,48.25,38.2,0.151493208698133,0.143791279924517,0.155377087310469,0.626788888888889,1,0.772594752186589,0.148797049053361,0.33336632188181903,0.373326755059786,0.983211534824794,1,73
1291,Krasnyy Oktyabr,Shakhtarskyi,Donetsk,48.08196,38.14617,0.145867202703677,0.311483418357132,0.104863574843634,0.730433333333333,1,0.583090379008746,0.0178775444724619,0.449211479872878,0.29427605459168,0.763419626334049,1,73
1292,Krasnyy Oktyabr,Telmanivskyi,Donetsk,47.49832,37.97253,0.016270337922403,5.7363370880267e-4,0.0680538172715895,0.514133333333333,1,0.332361516034985,0.339437690807262,0.0111527062222944,0.17317707908907,0.738941720478722,1,181
1293,Krasnyy Mayak,Marnskyi,Donetsk,47.92961,37.20406,0.0356768362710341,0.287362061217357,0.0533529734857942,0.294766666666667,1,0.39067055393586,0.159451439879338,0.0276430375601882,0.654298606199464,0.623945768791402,0,1650
1294,Krasnyy Luch,Briankivska,Luhansk,48.13954,38.93715,0.229049462994082,0.167823482136334,0.0579381895229049,0.579755555555556,1,0.775510204081633,0.20798125850808,0.325335423301143,0.152144761369656,0.559386833224045,1,40
1295,Krasnyy Lyman,Krasnolymanskyi,Donetsk,48.98837,37.80225,0.212248373167913,0.0300431794684668,0.179650915283099,0.1757,1,0.294460641399417,0.0872111559015328,0.422578184127726,0.543267736404855,0.69637274041445,1,73
1296,Krasnyy Kut,Antratsytivskyi,Luhansk,48.20138,38.79765,0.0614750819934405,0.408727301815855,0.168066554675626,0.745322222222222,0,0.451895043731778,0.0509238130504156,0.0666506554299709,0.189578705704118,0.839626822452335,0,73
1297,Krasnyy Kut,Velykonovosilkivskyi,Donetsk,47.93435,36.67161,0.0368669353578905,0.278314118786515,0.066079295154185,0.272377777777778,1,0.411078717201166,0.103673728764504,0.0109900249450225,0.921892750217179,0.420830762974018,0,1650
1298,Krasnyy Kavkaz,Stanychno-Luhanskyi,Luhansk,48.74028,39.65972,0.175751671819778,0.100591548898081,0.0600113886104483,0.914311111111111,1,0.405247813411079,0.408059602693477,0.0117634531598617,0.0274703904762515,0.544192506900048,0,111
1299,Krasnyy Derkul,Stanychno-Luhanskyi,Luhansk,48.85435,39.82501,0.215076923076923,0.0879560439560439,0.00558241758241758,0.8162,1,0.134110787172012,0.152600534332312,0.0115993305353162,0.00814289262745851,0.544192506900048,0,1650
1300,Krasnyy,Slovianoserbskyi,Luhansk,48.66306,39.30667,0.187012541493881,0.0582780922400137,0.0611233869096266,0.621733333333333,1,0.454810495626822,0.119784600688497,0.294512480473112,0.199188273950541,0.524348989732917,0,73
1301,Chervone,Pershotravnevyi,Donetsk,47.01863,37.44511,0.340630093055044,0.00220808579990536,0.37972504074444,0.661822222222222,1,0.180758017492711,0.105105044287803,0.0133024879628565,0.245470327970889,0.695797301565892,0,1650
1302,Krasne Pole,Markivskyi,Luhansk,49.66944,39.51694,0.0270644232897941,1.66039406685853e-4,0.00254593756918308,0.0621,1,0.443148688046647,0.334907222490927,0.00717304180508671,0.0463085262941935,0.220722714551575,0,1650
1303,Krasnoye,Artemivskyi,Donetsk,48.57218,37.91742,0.210193553392033,0.0460416585857802,0.128583065047903,0.333844444444444,1,0.425655976676385,0.063484453820829,0.171524731218131,0.59954449623501,0.848977184019286,0,73
1304,Krasnoye,Dobropilskyi,Donetsk,48.41667,37.31667,0.109986646988545,0.318059362335137,0.0978986576709537,0.204477777777778,1,0.399416909620991,0.165620448408601,0.00945429755462812,0.739912023021908,0.423115736126204,0,111
1305,Krasne,Krasnodonskyi,Luhansk,48.37438,39.50153,0.160777265328269,0.400976668475312,0.0248575691806837,0.610822222222222,1,0.256559766763848,0.0894375342288195,0.0102884881845213,0.159706946527526,0.489657887961827,1,73
1306,Krasne,Krasnoarmiiskyi,Donetsk,48.05024,37.18748,0.03483447658813,0.342857142857143,0.0631374888159857,0.343322222222222,1,0.34402332361516,0.117336482816173,0.0113674289316112,0.689029167523452,0.717762176416756,1,1650
1307,Krasnoyarske,Dobropilskyi,Donetsk,48.41959,37.11664,0.0309862136487523,0.427906115212617,0.056283242041756,0.154044444444444,1,0.428571428571429,0.246115050610565,0.0783726835243474,0.829725898005139,0.423115736126204,1,1650
1308,Krasnovka,Volnovaskyi,Donetsk,47.48749,37.19959,0.320509852186735,0.00308299720946102,0.355190524353241,0.511222222222222,0,0.440233236151603,0.103284116661126,0.0245316878082439,0.540763999601841,0.635294730310898,0,1650
1309,Krasnivka,Volnovaskyi,Donetsk,47.40647,37.44172,0.335076726342711,0.00306265984654731,0.373222506393862,0.485877777777778,1,0.387755102040816,0.0129383464158639,0.0254330837309708,0.43649326915935,0.635294730310898,0,185
1310,Krasnotorka,Kramatorska,Donetsk,48.68204,37.53266,0.227768504333112,0.0164864061463883,0.190794137150436,0.429144444444444,1,0.209912536443149,0.29707085137257,0.257046465524254,0.755156488887159,0.464280461331748,1,73
1311,Krasnoshchekovskiy,Briankivska,Luhansk,48.16667,38.83333,0.0613989533815364,0.408580673510965,0.167858426876523,0.659211111111111,1,0.673469387755102,0.141695912170235,0.0666506554299709,0.166308706734965,0.559386833224045,0,73
1312,Krasnoretsk,Kreminskyi,Luhansk,49.18333,38.2,0.130155921707398,1.10582771204246e-4,0.19949131925246,0.235477777777778,1,0.166180758017493,0.13918131742744,0.0141187849676078,0.427648487803486,0.494515167056929,0,1650
1313,Krasnorichenske,Kreminskyi,Luhansk,49.21459,38.2114,0.140580535002846,8.75618405498884e-5,0.202661879952717,0.209888888888889,1,0.183673469387755,0.0138159705480691,0.0141187849676078,0.41077790301951,0.494515167056929,0,1650
1314,Krasnopolye,Krasnolutska,Luhansk,48.48333,38.65,0.355387051079077,0.0798475127072744,0.36553203899675,0.6739,1,0.667638483965015,0.0473594908685456,0.343375214843944,0.365765022262395,0.628239386698927,0,73
1315,Krasnopolye,Stanychno-Luhanskyi,Luhansk,48.98333,39.41667,0.179758214061534,0.0553529758453643,0.0581896241920104,0.595233333333333,1,0.274052478134111,0.503499907501701,0.0117634531598617,0.140501820084639,0.544192506900048,0,1650
1316,Krasnopillya,Starobeshivskyi,Donetsk,47.53944,38.11069,0.187741533347185,4.15541242468315e-4,0.0353210056098068,0.386944444444444,1,0.373177842565598,0.331783566954026,0.0174882380991212,0.102056890665355,0.80054370701652,0,181
1317,Krasnoluchskiy,Antratsytivskyi,Luhansk,48.18333,38.98333,0.234190461952459,0.158469128419794,0.0592764239796681,0.612033333333333,1,0.606413994169096,0.125084991891838,0.0101495071254758,0.178551423829748,0.839626822452335,0,73
1318,Lypove,Krasnolymanskyi,Donetsk,49.16611,37.81333,0.0998007720084672,0.0475034242311045,0.101045946955547,0.144677777777778,1,0.489795918367347,0.0325655843070466,0.00989235539960415,0.444780962995163,0.69637274041445,0,1650
1319,Krasno-Ivanovka,Sverdlovskyi,Luhansk,47.8925,39.60722,0.0978620514125732,0.607864596589463,0.019419699669127,0.3842,1,0.431486880466472,0.123253720760776,0.00510276237128887,0.0313815743106479,0.706684732255394,0,73
1320,Krasnohryhorivka,Trotskyi,Luhansk,49.67804,38.41602,0.0522307389937107,0.173938679245283,0.0522307389937107,0.286344444444444,1,0.288629737609329,0.0522470967094852,0.00691521338291403,0.170837417573451,0.705788479594337,0,1650
1321,Krasnogorovka,Slovianoserbskyi,Luhansk,48.68333,38.73333,0.12517724909406,0.46246258074681,0.0796833149519458,0.458411111111111,1,0.201166180758017,0.175929855132006,0.0239955240549149,0.463217983629528,0.524348989732917,1,73
1322,Krasnohorivka,Marnskyi,Donetsk,48.00603,37.50968,0.14539764359352,0.0601620029455081,0.0269513991163476,0.453622222222222,0,0.457725947521866,0.0123228512179446,0.0276430375601882,0.516597700588745,0.623945768791402,1,73
1323,Krasnodon,Krasnodonska,Luhansk,48.31245,39.56284,0.153934380647852,0.410955095231475,0.0254761573752259,0.732788888888889,1,0.536443148688047,0.0122744139434615,0.36296653313024,0.160349957632513,0.489972004487217,1,73
1324,Krasnodon,Krasnodonska,Luhansk,48.29235,39.73921,0.280012650221379,0.126565464895636,0.00733712839974699,0.845077777777778,1,0.379008746355685,0.180476941122528,0.296534417325373,0.0641604711270323,0.489972004487217,1,73
1325,Krasnodarskyy,Krasnodonskyi,Luhansk,48.29649,39.94301,0.277920773432105,0.125619938476992,0.0072823152740285,0.8588,1,0.137026239067055,0.418172562911854,0.170812510738394,0.00223096319545848,0.489657887961827,0,111
1326,Chervonoarmiyske,Bilokurakynskyi,Luhansk,49.77941,38.70661,0.0182178708637997,0.219543933572933,0.00285041516916594,0.0842444444444445,1,0.483965014577259,0.0560258886534606,0.00709267976121869,0.0764278244977138,0,0,1650
1327,Krasnoarmiyske,Slovianskyi,Donetsk,48.82119,37.46738,0.206917212454288,0.0149170471684469,0.174562509039069,0.339088888888889,1,0.21865889212828,0.00362600992930757,0.0128010504570626,0.699052116735005,0.790980338334592,1,1650
1328,Krasnoarmiyske,Novoazovskyi,Donetsk,47.23254,37.92739,0.327849976348744,0.00298130305972564,0.370976174471581,0.2308,1,0.209912536443149,0.0142771668481275,0.0162230061883576,0.173669832177289,0.870780367997642,1,185
1329,Krasnoarmiysk,Krasnoarmiiska,Donetsk,48.28198,37.17585,0.030047213383968,0.44447295494201,0.0546289643846864,0.329577777777778,0,0.580174927113703,0.0331349900242214,0.596731704566224,0.758533300781222,0.531434885967156,1,1650
1330,Chervona Zirka,Torezka,Donetsk,48.07012,38.63977,0.106534954407295,0.551747720364742,0.273784194528875,0.6483,1,0.915451895043732,0.29152539819093,0.236186140407782,0.16091515177782,0.92293871051894,0,73
1331,Volonterivka,Mariupolska,Donetsk,47.15471,37.61885,0.349858763664532,0.00224375454927912,0.389611950664111,0.632044444444444,1,0.139941690962099,0.0965070413662312,0.939437081988689,0.27059093514804,0.443696805288616,0,45
1332,Krasna Talivka,Stanychno-Luhanskyi,Luhansk,48.8558,39.84945,0.215076923076923,0.0879560439560439,0.00558241758241758,0.8162,1,0.137026239067055,0.00357294515263149,0.0117634531598617,0.0120349057729498,0.544192506900048,1,189
1333,Chervona Polyana,Antratsytivskyi,Luhansk,48.24826,39.11432,0.211824515157221,0.0804933157597439,0.0675014121634344,0.842677777777778,1,0.900874635568513,0.474302634890774,0.0101495071254758,0.219685718518996,0.839626822452335,1,73
1334,Krasnaya Polyana,Starobeshivskyi,Donetsk,47.78333,38.13333,0.149728356908611,0.281974569932685,0.107942170021452,0.622155555555556,1,0.428571428571429,0.355789621683745,0.0185237450862023,0.159923101482868,0.80054370701652,0,73
1335,Krasna Polyana,Velykonovosilkivskyi,Donetsk,47.55699,37.07655,0.0451979854116012,0.0197117054532824,0.024400833622785702,0.253777777777778,1,0.402332361516035,0.0112279858602232,0.0121254405150291,0.612817900347225,0.420830762974018,0,1650
1336,Krasna Hora,Artemivskyi,Donetsk,48.65933,38.01623,0.209970118796006,0.0423438524888856,0.0680708403177611,0.329477777777778,1,0.271137026239067,0.0275369622310513,0.0315923259203678,0.624604758092846,0.848977184019286,0,73
1337,Kropyvnytske,Volnovaskyi,Donetsk,47.62165,37.21527,0.0179995641752016,0.0771409893222924,0.002963608629331,0.217511111111111,1,0.513119533527697,0.199339038540734,0.025781362043158,0.595487988711692,0.635294730310898,0,1650
1338,Kramatorsk,Kramatorska,Donetsk,48.72305,37.55629,0.227768504333112,0.0164864061463883,0.190794137150436,0.379244444444444,1,0.215743440233236,0.0465690895953978,0.257046465524254,0.728713340416235,0.464280461331748,1,44
1339,Kozlivka,Novoazovskyi,Donetsk,47.17475,38.08666,0.319330532773221,0.00290361102523535,0.361308625361436,0.358611111111111,1,0.0524781341107872,0.0412301641586438,0.0162230061883576,0.0849142728749508,0.870780367997642,0,181
1340,Kozlove,Novopskovskyi,Luhansk,49.86278,39.16583,0.0178469282690768,0.202665598901728,0.00263127788582542,0.0584888888888889,1,0.533527696793003,0.510658269874102,0.0100356272203246,0.00740424269457195,0.134954227286366,1,1650
1341,Kozaryk,Trotskyi,Luhansk,49.85003,38.27308,0.0733864696734059,0.172142301710731,0.0539463452566096,0.508111111111111,1,0.513119533527697,0.263466917795544,0.00691521338291403,0.0749093505929222,0.705788479594337,0,1650
1342,Kozakivka,Antratsytivskyi,Luhansk,48.21996,39.02412,0.252600177376441,0.0689349350963477,0.0640973957913408,0.768966666666667,1,0.965014577259475,0.447469886093487,0.0101495071254758,0.200067122006828,0.839626822452335,0,73
1343,Kozabelovka,Rovenkivska,Luhansk,48.06972,39.32833,0.0259937959558823,0.758013556985294,9.765625e-4,0.328888888888889,1,0.746355685131195,0.00318735572703159,0.290133421816684,0.10898727389112,0.38229566247356,0,73
1344,Koybash,Velykonovosilkivskyi,Donetsk,47.7199,36.74467,0.0301534390188045,0.290719865645436,0.0538945011323443,0.249,0,0.483965014577259,0.431439980340055,0.0109900249450225,0.804258096999068,0.420830762974018,0,1650
1345,Kovalivka,Svativskyi,Luhansk,49.3362,38.00968,0.0927678269685705,1.68976005407232e-4,0.0937816830010139,0.131366666666667,1,0.279883381924198,0.0255640037329141,0.0108733407913823,0.331288781005326,0.321464646243288,0,1650
1346,Koshkino,Starobeshivskyi,Donetsk,47.51904,38.00634,0.0164228758515076,5.28066747636901e-4,0.0448856735491366,0.497777777777778,1,0.370262390670554,0.203580752632178,0.0176706196380297,0.160363307336034,0.80054370701652,0,181
1347,Koshelivka,Trotskyi,Luhansk,49.76094,38.04783,0.0761549324188017,0.178636271938673,0.055981440387331,0.502,1,0.443148688046647,0.377946542768126,0.00707685188227941,0.0916508822478684,0.705788479594337,0,1650
1348,Koshelev,Amvrosivskyi,Donetsk,47.91667,38.05,0.117782196169735,0.325922797185507,0.0994653287867393,0.809811111111111,0,0.548104956268222,0.152381719886603,0.126763239184371,0.247504951993026,0.785255900189148,0,73
1349,Koshary,Sverdlovskyi,Luhansk,47.87444,39.61833,0.0978620514125732,0.607864596589463,0.019419699669127,0.343833333333333,1,0.36734693877551,0.00274419240453586,0.00510276237128887,0.0201579759650886,0.706684732255394,0,181
1350,Korsun,Iasynuvatskyi,Donetsk,48.20371,38.0829,0.0978282136568186,0.314428385494203,0.141408556140634,0.634888888888889,1,0.41399416909621,0.0624453487821018,0.158816076747237,0.371640250023009,0.782736217914638,1,73
1351,Koroviy Yar,Krasnolymanskyi,Donetsk,49.15469,37.63194,0.213562235272452,0.0298950297722576,0.181232223609093,0.155933333333333,1,0.428571428571429,0.0794115515643529,0.00989235539960415,0.489234480350188,0.69637274041445,0,1650
1352,Korolivka,Krasnodonskyi,Luhansk,48.21554,39.91685,0.213438735177866,0.302178733249783,0.0244866480285356,0.913811111111111,1,0.288629737609329,0.605076375892114,0.00994322172554298,0.0144206542167626,0.489657887961827,1,111
1353,Koptyeve,Dobropilskyi,Donetsk,48.38121,37.36502,0.109274991271966,0.316001396485511,0.0972652158733853,0.228588888888889,1,0.416909620991254,0.212913552937828,0.00945429755462812,0.706183092353857,0.423115736126204,0,111
1354,Kopani,Bilovodskyi,Luhansk,49.24174,39.39386,0.026386215315273,1.40851683177614e-4,0.0030517864688483,0.118311111111111,1,0.533527696793003,0.32700739802351,0.00727279666543333,0.190298694890212,0.20129804423142,0,1650
1355,Koopstroy,Shakhtarskyi,Donetsk,48.055,38.64889,0.106534954407295,0.551747720364742,0.273784194528875,0.494866666666667,1,0.790087463556851,0.219045324731772,0.236186140407782,0.151184568249366,0.763419626334049,0,73
1356,Kontarne,Shakhtarskyi,Donetsk,48.08516,38.51733,0.0992947720425123,0.514915736847333,0.245935834188657,0.700366666666667,1,0.620991253644315,0.303699990774837,0.0335282732145563,0.218947755052733,0.763419626334049,0,73
1357,Kostyantynivka,Novopskovskyi,Luhansk,49.74175,38.96322,0.0176371417455583,0.229736739722474,0.00304759434573985,0.113633333333333,1,0.221574344023324,0.0268754126866835,0.010089721720421,0.0346090232934131,0.134954227286366,1,1650
1358,Kostyantynivka,Kostiantynivska,Donetsk,48.5277,37.7069,0.0305908821048027,0.599256319720026,0.0861794206793113,0.290377777777778,1,0.253644314868805,0.165838584010959,0.667905322003732,0.637666558212572,0.42834044206185,1,73
1359,Kostyantynivka,Marnskyi,Donetsk,47.86651,37.40701,0.198527906039648,0.177339925883355,0.108042184393228,0.191855555555556,1,0.408163265306122,0.0304955593078879,0.0276430375601882,0.534528131841506,0.623945768791402,1,1650
1360,Hihant,Marnskyi,Donetsk,47.92771,37.15675,0.0351590701256197,0.275256293016316,0.0514270587669057,0.335722222222222,0,0.376093294460641,0.250224580182196,0.0276430375601882,0.679099590140168,0.623945768791402,1,1650
1361,Konstantinopol Nomer Tretiy,Marnskyi,Donetsk,47.93495,37.13791,0.0354322985630916,0.279853857093816,0.0524005688784267,0.3425,1,0.361516034985423,0.342058511208848,0.0276430375601882,0.690482921313347,0.623945768791402,0,1650
1362,Kostyantynopil,Velykonovosilkivskyi,Donetsk,47.99934,37.03817,0.0340733393622918,0.332535954957846,0.0617579275941538,0.529488888888889,1,0.297376093294461,0.0616298460800503,0.0109900249450225,0.755738026300168,0.420830762974018,0,1650
1363,Konoplyanka,Bilokurakynskyi,Luhansk,49.50709,38.53181,0.0620373855225191,0.222054949190817,0.0664910299836909,0.138466666666667,1,0.36734693877551,0.0664389988914918,0.00716522730986272,0.257347998394774,0,0,1650
1364,Kononivka,Bilovodskyi,Luhansk,49.33218,39.62558,0.0289635152074949,1.97928349937323e-4,0.00164940291614435,0.0763444444444444,1,0.227405247813411,0.045457543901801,0.00727279666543333,0.158603301405969,0.20129804423142,0,1650
1365,Kondratyevskiy,Ienakiievska,Donetsk,48.30866,38.18637,0.163053233196354,0.145033300269236,0.106301072221435,0.666488888888889,1,0.798833819241982,0.0355499987966624,0.351096791900426,0.407292646908014,0.983211534824794,0,73
1366,Kindrativka,Kostiantynivska,Donetsk,48.59231,37.57299,0.244980748074807,0.240855335533553,0.142189218921892,0.395822222222222,0,0.166180758017493,0.406639531585598,0.160383856880108,0.712134330616906,0.42834044206185,0,73
1367,Kondratenko,Amvrosivskyi,Donetsk,47.80041,38.21443,0.234030837004405,0.088564610866373,0.140449094468918,0.624311111111111,1,0.518950437317784,0.162255903382618,0.0166602993823611,0.137217407383816,0.785255900189148,0,73
1368,Kondrashevskaya Staraya,Stanychno-Luhanskyi,Luhansk,48.66667,39.45,0.18545585780665,0.0579038911695563,0.0608311654461336,0.821011111111111,1,0.12536443148688,0.405017768587528,0.0117634531598617,0.119546852595665,0.544192506900048,0,73
1369,Komsomolske,Starobeshivskyi,Donetsk,47.6639,38.07753,0.144975810928702,0.272083432468871,0.104290586089301,0.683433333333333,1,0.271137026239067,0.381351373162288,0.0185296071461969,0.142489761678995,0.80054370701652,1,185
1370,Komsomolskyy,Sverdlovska,Luhansk,48.12548,39.67269,0.0979069056834386,0.608143206355673,0.0194286005296394,0.633944444444444,0,0.793002915451895,0.0129637437515109,0.00769272554709263,0.0863239277148561,0.465958255141303,1,73
1371,Komsomolskyy,Volnovaskyi,Donetsk,47.67565,37.42133,0.195513661220329,0.176540020784844,0.108486259093369,0.250744444444444,1,0.65597667638484,0.0312058416794866,0.025781362043158,0.496296885747317,0.635294730310898,1,1650
1372,Komsomolsk,Horlivska,Donetsk,48.33924,37.97106,0.0211327598999698,0.594135590425678,0.146967490175603,0.761622222222222,0,0.650145772594752,0.0410615454583709,0.352349088927796,0.468423863630747,0.76463390200814,1,74
1373,Komsomolets,Svativskyi,Luhansk,49.48333,37.86667,0.10890166226503,1.55351871990057e-4,0.086608668634457,0.146644444444444,1,0.510204081632653,0.0101494195336989,0.0107460759284818,0.265355732824929,0.321464646243288,1,1650
1374,Komunarivka,Starobeshivskyi,Donetsk,47.76197,37.78898,0.199279498091043,0.177396457532281,0.110816178727893,0.589933333333333,1,0.419825072886297,0.263049161403094,0.0192951265720653,0.312673506456895,0.80054370701652,0,195
1375,Kommunar,Shakhtarskyi,Donetsk,48.13556,38.2125,0.134091677638916,0.294013109139704,0.127515523034528,0.646977777777778,1,0.594752186588921,0.0573412173411263,0.276336297383575,0.309288134581074,0.763419626334049,0,73
1376,Komisarivka,Krasnodonskyi,Luhansk,48.47047,39.50242,0.177495404017793,0.101802196546107,0.0606812531552728,0.611,1,0.157434402332362,0.105774346005609,0.0102884881845213,0.120694029124611,0.489657887961827,1,73
1377,Komissarovka,Perevalskyi,Luhansk,48.38707,38.51482,0.25753842950831,0.095978347617891,0.0808841389361185,0.511066666666667,1,0.810495626822157,0.0676524545645472,0.0495523211817822,0.346947446559633,0.47747559624861,1,73
1378,Komendantske,Antratsytivskyi,Luhansk,48.26166,38.67648,0.0759917568263782,0.457367336424523,0.226043276661515,0.550933333333333,1,0.93002915451895,0.0735577284589492,0.0331212063169241,0.242545801908492,0.839626822452335,0,73
1379,Komar,Velykonovosilkivskyi,Donetsk,47.97743,36.74785,0.0378909511270952,0.27737460664055,0.0679147132489885,0.427311111111111,1,0.294460641399417,0.0143776036510547,0.0109900249450225,0.907634015408196,0.420830762974018,1,1650
1380,Kolyadivka,Novoaidarskyi,Luhansk,49.08456,39.20103,0.0260291959527304,0,0.00363018459874874,0.0678888888888889,1,0.204081632653061,0.0522721413909725,0.00826827714554375,0.265194722995618,0.362506158509647,0,1650
1381,Kovpakove,Antratsytivskyi,Luhansk,48.19952,39.11455,0.21212406901103,0.0797586499481475,0.067596869991515,0.879222222222222,1,0.75801749271137,0.559688110882609,0.13277391246315,0.192570813481544,0.839626822452335,0,73
1382,Kolpakovka,Amvrosivskyi,Donetsk,47.8,38.61667,0.0978738674082713,0.434317155587453,0.242187733620406,0.3857,1,0.12536443148688,0.00207698654352787,0.0158492955055854,0.0653823616638328,0.785255900189148,0,111
1383,Kovpaky,Novoaidarskyi,Luhansk,49.09273,39.01906,0.0284491818045338,0.0195165891007356,0.00390331782014712,0.3547,1,0.262390670553936,0.191843733567305,0.0113119184405428,0.367789205649125,0.362506158509647,0,1650
1384,Kolosnykove,Makivska,Donetsk,48.04809,38.06059,0.117924333690899,0.326316115191022,0.0995853618285337,0.764166666666667,1,0.708454810495627,0.00196015931098109,0.473064659989237,0.301563706568965,0.904834844920207,0,73
1385,Kolomyychykha,Svativskyi,Luhansk,49.4575,37.97056,0.113128378923586,1.61381424997983e-4,0.0895666908738804,0.1422,1,0.428571428571429,0.0139443791401149,0.0108733407913823,0.264986008615943,0.321464646243288,0,1650
1386,Chumaky,Starobeshivskyi,Donetsk,47.78771,38.11405,0.149981064036489,0.282450478338904,0.108124351649075,0.581311111111111,1,0.463556851311953,0.382330726055288,0.0185296071461969,0.168943166545553,0.80054370701652,0,73
1387,Kolodyazi,Krasnolymanskyi,Donetsk,49.08441,37.88547,0.0959407407407407,0.0452148148148148,0.0964740740740741,0.2049,1,0.247813411078717,0.262847047570547,0.00989235539960415,0.480461739114284,0.69637274041445,0,1650
1388,Kolesnykivka,Stanychno-Luhanskyi,Luhansk,48.66753,39.67945,0.156080971659919,0.382963562753037,0.0240647773279352,0.747477777777778,1,0.236151603498542,0.634279367396028,0.0110370648465609,0.0084464167841606,0.544192506900048,0,182
