X,municipality,district,region,latitude,longitude,ind_machine,ind_mining,ind_metals,russian_lang,forest,elev,dist_road,pop_density,dist_russia,yanukovych,rebel_violence,until_control
119,Yavlenka,Oleksandrivskyi,Donetsk,48.66667,37.23333,0.131456761462565,0.35388856645386,0.0790771909460244,0.175455555555556,1,0.402332361516035,0.193655908046755,0.00969431238248622,0.840593091981537,0.583010255925014,0,1650
120,Yasnohirka,Kramatorska,Donetsk,48.77421,37.55398,0.227544773391813,0.0164702119883041,0.190606725146199,0.4275,1,0.192419825072886,0.211597167563546,0.238004567582759,0.702474880925353,0.464280461331748,0,44
121,Yasna Polyana,Kramatorska,Donetsk,48.7478,37.52196,0.227518786688289,0.0164683310111692,0.190584956944793,0.4259,1,0.24198250728863,0.132582245232597,0.257046465524254,0.72327608630069,0.464280461331748,0,73
122,Yasinovka,Trotskyi,Luhansk,49.74583,37.98861,0.0752425976611097,0.17626275192834,0.0552376212988306,0.314744444444444,1,0.376093294460641,0.141572898438769,0.00786488691165519,0.103086379772861,0.705788479594337,1,1650
123,Yasynivka,Makivska,Donetsk,48.13207,37.94162,0.116101458124204,0.325071664372717,0.0999161759683745,0.616744444444444,1,0.559766763848397,0.330292033546415,0.153721564682607,0.379388857659812,0.904834844920207,1,73
124,Yasynuvata,Iasynuvatska,Donetsk,48.1298,37.8594,0.454472926566999,0.0325019945194075,0.0423531860279579,0.634355555555556,1,0.766763848396501,0.218266267588574,0.279163677158699,0.408751546425028,0.590807612480393,1,73
125,Yashchykove,Perevalskyi,Luhansk,48.40287,38.73783,0.414447216988338,0.027219025309365,0.394128431023069,0.597333333333333,1,0.472303206997085,0.0476411623270044,0.0462046839783267,0.308124210986305,0.47747559624861,0,73
126,Yasenivskyy,Antratsitivska,Luhansk,48.16387,39.21972,0.0231422288139927,0.774612591418197,9.20574847849435e-4,0.568755555555556,1,0.784256559766764,0.0368008352210942,0.142202348967218,0.167619681915471,1,0,73
127,Yarova,Krasnolymanskyi,Donetsk,49.05899,37.64378,0.215591497800087,0.0301790915287848,0.183057569560637,0.101177777777778,1,0.204081632653061,0.135434197410936,0.00995067885539017,0.534876882083448,0.69637274041445,0,1650
128,Yamy,Trotskyi,Luhansk,49.76156,38.37218,0.0519245799140289,0.172919109026964,0.0519245799140289,0.4932,1,0.440233236151603,0.26907835828295,0.00691521338291403,0.128844699294915,0.705788479594337,0,1650
129,Yamshchitskiy,Amvrosivskyi,Donetsk,47.80417,38.685,0.0978036754818467,0.434005677573584,0.24201404452413,0.299322222222222,1,0.26530612244898,0.140154612344993,0.0158492955055854,0.0600737985623333,0.785255900189148,0,181
130,Yampolivka,Krasnolymanskyi,Donetsk,49.07077,37.95826,0.119705417325456,0.0317466921860697,0.171507031705084,0.137166666666667,1,0.230320699708455,0.0195684080267916,0.00989235539960415,0.482685230245036,0.69637274041445,0,1650
131,Yampil,Krasnolymanskyi,Donetsk,48.93555,37.95634,0.171350884990457,0.0509817250124186,0.0645507072080316,0.133011111111111,1,0.14868804664723,0.0178990191286856,0.00989235539960415,0.558815396817917,0.69637274041445,1,1650
132,Kamyshevataya,Pershotravnevyi,Donetsk,46.9667,37.1903,0.334802014555225,0.00213935068159967,0.371177343257543,0.748355555555556,1,0.0553935860058309,0.130325858093703,0.0133024879628565,0.341537299090516,0.695797301565892,0,1650
133,Yalta,Velykonovosilkivskyi,Donetsk,48.0466,36.75181,0.0380177176293681,0.281553398058252,0.069137981759341,0.429644444444444,1,0.26530612244898,0.0783288763624582,0.010346503402765,0.917050813203393,0.420830762974018,1,1650
134,Yalta,Pershotravnevyi,Donetsk,46.96279,37.27365,0.336570035012706,0.00215068905260867,0.373138149767329,0.811277777777778,1,0.0932944606413994,0.0321370967218454,0.0133024879628565,0.299433864672379,0.695797301565892,1,1650
135,Yalynske,Velykonovosilkivskyi,Donetsk,47.64531,36.9312,0.0404711919757406,0.109944794339476,0.0209937018894332,0.271111111111111,1,0.361516034985423,0.00215163197073664,0.0109900249450225,0.702782871489703,0.420830762974018,0,1650
136,Yakovlivka,Artemivskyi,Donetsk,48.70853,38.14718,0.199266419854655,0.0398327163033045,0.0674962292609351,0.199233333333333,1,0.489795918367347,0.0316578855801304,0.0136756582394491,0.615401738543404,0.848977184019286,1,73
137,Yakovlivka,Iasynuvatskyi,Donetsk,48.09026,37.82534,0.215242635700208,0.175576293080488,0.109665477014862,0.684422222222222,1,0.556851311953353,0.242581124068963,0.166195533903302,0.404906155635005,0.782736217914638,1,73
138,Yakovenko,Shakhtarskyi,Donetsk,47.96333,38.45528,0.146049661399549,0.177471783295711,0.0899774266365689,0.333711111111111,1,0.510204081632653,0.305772676074213,0.0072990150813704,0.183955160867929,0.763419626334049,0,73
139,Yablunivka,Kostiantynivskyi,Donetsk,48.42149,37.61143,0.231930258278577,0.227896688569384,0.137466657992323,0.267255555555556,0,0.346938775510204,0.152596192894065,0.00705529823346703,0.624597670410869,0.676546093463159,0,111
140,Vysoke,Amvrosivskyi,Donetsk,47.94407,38.05804,0.119215033203808,0.32689816813668,0.0992516293509324,0.82174444444444406,1,0.551020408163265,0.334062042481323,0.126763239184371,0.255758349509257,0.785255900189148,0,73
141,Vysokopillya,Oleksandrivskyi,Donetsk,48.77083,37.07411,0.127794625855138,0.344029903378235,0.0768742506523732,0.109988888888889,1,0.504373177842566,0.131821167364122,0.00969431238248622,0.842308053737461,0.583010255925014,0,1650
142,Vysochynivka,Markivskyi,Luhansk,49.70653,39.55013,0.0270569357605267,1.65993470923477e-4,0.00254523322082664,0.0598333333333333,1,0.530612244897959,0.302790839488309,0.00715851422899296,0.0216600222431553,0.220722714551575,0,1650
143,Vyskryva,Popasnianskyi,Luhansk,48.59164,38.28616,0.224251014396087,0.322438997276416,0.0200655883497304,0.290855555555556,1,0.39067055393586,0.491443407760853,0.0164429102994458,0.515116018363233,0.817865903340816,0,73
144,Vyskochkin,Novoaidarskyi,Luhansk,48.81667,39.05,0.163242129066795,0.0145036296596475,0.0594403670183759,0.754588888888889,1,0.253644314868805,0.0598616995168742,0.00784662007344807,0.359632648594615,0.362506158509647,0,1650
145,Vyskochka,Novoaidarskyi,Luhansk,48.83472,39.0675,0.160919710187786,0.0290403667011681,0.0599290255803637,0.615911111111111,1,0.137026239067055,0.0338213155890131,0.00784662007344807,0.350165465616442,0.362506158509647,0,1650
146,Vynoslivyy,Starobeshivskyi,Donetsk,47.8,38.16667,0.14588282634434,0.26547857645848,0.108026960310152,0.529222222222222,1,0.475218658892128,0.228406083528719,0.135216015912398,0.154404139965026,0.80054370701652,0,73
147,Vuhlyar,Makivska,Donetsk,48.01599,38.05886,0.117971789130457,0.326447432233034,0.0996254372478408,0.763144444444445,0,0.603498542274053,0.205180338499114,0.48748702010917,0.287238504762947,0.904834844920207,0,73
148,Khomenkove Druhe,Bilokurakynskyi,Luhansk,49.6501,38.8239,0.0185746012517666,0.238441348677569,0.00316306615519213,0.0295888888888889,1,0.405247813411079,0.283491259078943,0.00709267976121869,0.111154270133864,0,0,1650
149,Vrubivskyy,Lutuhynskyi,Luhansk,48.43611,39.10611,0.165622156301251,0.0137628593021403,0.0681922173267047,0.515488888888889,1,0.58600583090379,0.326463837379368,0.0300884214809662,0.324409383774537,0.571983058335003,1,73
150,Vrubivka,Popasnianskyi,Luhansk,48.76426,38.38391,0.262835877381103,0.297653588999622,0.232769858290232,0.202544444444444,1,0.565597667638484,0.441860498050908,0.0164436329540436,0.569150557867616,0.817865903340816,0,111
151,Vremivka,Velykonovosilkivskyi,Donetsk,47.83557,36.81671,0.0308582449373192,0.297766426021007,0.0551747504495817,0.352622222222222,1,0.311953352769679,0.0287463400869414,0.0109900249450225,0.826862973898329,0.420830762974018,0,1650
152,Vozrozhdeniye,Artemivskyi,Donetsk,48.51667,38.21667,0.27552550505739,0.0322527876986832,0.0553995474249571,0.4202,1,0.626822157434402,0.148119668006728,0.0136756582394491,0.508051045735481,0.848977184019286,0,73
153,Voznesenka,Starobeshivskyi,Donetsk,47.76923,38.04428,0.140622918498388,0.282506949440048,0.0861464133784492,0.621222222222222,1,0.247813411078717,0.159322541100999,0.0185296071461969,0.190604615843774,0.80054370701652,1,73
154,Vozdvizhenskiy,Krasnoarmiiskyi,Donetsk,48.25,37.16667,0.0357459560284989,0.343240681283063,0.0647341222517812,0.2116,0,0.524781341107872,0.0484190908342957,0.0113674289316112,0.753451807811851,0.717762176416756,0,1650
155,Vozdvyzhenka,Krasnoarmiiskyi,Donetsk,48.30365,37.51503,0.0566614111154907,0.278675601103666,0.0688559322033898,0.306666666666667,1,0.533527696793003,0.312916094346778,0.011255975307577,0.613954344793221,0.717762176416756,0,111
156,Voytove,Stanychno-Luhanskyi,Luhansk,48.84676,39.18666,0.156399610639862,0.0292616063092235,0.0603607540872882,0.608111111111111,1,0.131195335276968,0.154062483920041,0.011750816213012,0.283829056441128,0.544192506900048,0,73
157,Voykovskyy,Amvrosivskyi,Donetsk,47.76355,38.33176,0.22870783921145801,0.0823040197135377,0.141413830278762,0.512233333333333,1,0.419825072886297,0.129602070517675,0.0158492955055854,0.088931629911781,0.785255900189148,1,73
158,Voykove,Makivska,Donetsk,48.0045,37.99874,0.115925240218032,0.324896827777376,0.0998624370365007,0.680877777777778,1,0.536443148688047,0.26336376145761,0.48748702010917,0.303473431488825,0.904834844920207,1,73
159,Voykove,Shakhtarskyi,Donetsk,47.96869,38.20851,0.140593999424478,0.300725460796341,0.101269177760613,0.707277777777778,1,0.46064139941691,0.206102321707649,0.0136209662814943,0.221548736506419,0.763419626334049,1,73
160,Voykove,Starobeshivskyi,Donetsk,47.67536,38.13092,0.214784583105797,0.083206392090363,0.117437415572098,0.601888888888889,1,0.364431486880467,0.227599712579123,0.0185296071461969,0.12005824502726,0.80054370701652,1,73
161,Voyevodske,Trotskyi,Luhansk,49.94233,38.5395,0.053677190691601,0.165228745977708,0.0497598283822226,0.240933333333333,1,0.498542274052478,0.407785180382688,0.00691521338291403,0.0132239200804218,0.705788479594337,0,1650
162,Voyevodivka,Sieverodonetska,Luhansk,48.98031,38.44682,0.205150320354855,4.31246919664859e-4,0.324852143913258,0.413677777777778,1,0.157434402332362,0.254185233735761,0.246982625456388,0.544463436957929,0.462586786222037,0,73
163,Vostochnyy,Perevalskyi,Luhansk,48.4,38.8,0.366472303206997,0.0721237945727742,0.347678851760484,0.591677777777778,1,0.448979591836735,0.0098856329442738,0.0462046839783267,0.299303985242401,0.47747559624861,1,73
164,Voskresenka,Velykonovosilkivskyi,Donetsk,47.95461,36.64403,0.0378120293523889,0.276796872496555,0.0677732560002564,0.262411111111111,1,0.416909620991254,0.255698038911207,0.0117926382630954,0.940686036063169,0.420830762974018,0,1650
165,Vorovske,Starobeshivskyi,Donetsk,47.59389,38.17144,0.189251207729469,4.02576489533011e-4,0.0262882447665056,0.420611111111111,1,0.393586005830904,0.263230957573798,0.0185296071461969,0.0769830360253888,0.80054370701652,0,181
166,Voroshilovskiy,Krasnoarmiiskyi,Donetsk,48.1,37.08333,0.0347308950341957,0.341837644959857,0.0629497472494796,0.234011111111111,1,0.507288629737609,0.0258974446694144,0.0113627388081848,0.754162674076214,0.717762176416756,1,1650
167,Voroshilovskiy,Starobeshivskyi,Donetsk,47.79255,37.81691,0.199957793627859,0.178000268895435,0.111191666283746,0.567044444444444,1,0.635568513119534,0.0370508139518612,0.0212850558477616,0.306233900251367,0.80054370701652,1,189
168,Voroshilovo,Sverdlovskyi,Luhansk,48.15056,39.82806,0.0870726737604709,0.637333031469323,0.026148969889065,0.786255555555555,1,0.440233236151603,0.0322569672930212,0.00510276237128887,0.0374949919799422,0.706684732255394,0,111
169,Voroshilovka,Popasnianskyi,Luhansk,48.855,38.23417,0.230688905822256,0.323060423898626,0.307679282025231,0.170055555555556,1,0.332361516034985,0.0744454965825715,0.0159229238665885,0.613038668084399,0.817865903340816,0,111
170,Voronyy,Kostiantynivskyi,Donetsk,48.46667,37.48333,0.238758962675065,0.245124974871004,0.138511023252697,0.167711111111111,0,0.448979591836735,0.506248771971993,0.00705529823346703,0.691884227598121,0.676546093463159,0,111
171,Voronove,Popasnianskyi,Luhansk,48.89746,38.57279,0.205093462260955,4.31127398146152e-4,0.324792904874819,0.469455555555556,1,0.224489795918367,0.175343366499721,0.434183864831844,0.555148870525045,0.817865903340816,1,73
172,Volodyne,Velykonovosilkivskyi,Donetsk,47.69461,36.73788,0.0301534390188045,0.290719865645436,0.0538945011323443,0.249,1,0.422740524781341,0.27005805977189,0.0110254659233112,0.796663436518955,0.420830762974018,0,1650
173,Volodarske,Volodarskyi,Donetsk,47.20533,37.32139,0.335635500178726,0.00214471735689118,0.37210846142062,0.408711111111111,1,0.399416909620991,0.0304651438427684,0.0104946943460113,0.371250012509345,0.826443268947218,1,189
174,Volodarsk,Sverdlovska,Luhansk,48.12483,39.59184,0.0969612911360484,0.602269575085109,0.0197453032404489,0.671588888888889,1,0.693877551020408,0.0192131378646635,0.436710113168217,0.126153429400647,0.465958255141303,1,73
175,Volnukhyne,Lutuhynskyi,Luhansk,48.34062,39.28173,0.160071700185467,0.0338814460228156,0.0613337063400785,0.267077777777778,1,0.533527696793003,0.00707145790010687,0.0300884151418908,0.263414299640527,0.571983058335003,1,73
176,Luhanske,Marnskyi,Donetsk,47.88638,37.68082,0.198357800112535,0.17620629588574,0.110083659875268,0.543777777777778,1,0.705539358600583,0.250052334667276,0.283004218680048,0.399111814229242,0.623945768791402,0,111
177,Vilne,Volnovaskyi,Donetsk,47.52987,37.18513,0.0477369651946623,0.0208190030724079,0.025771541248223,0.385666666666667,1,0.507288629737609,0.272475136275203,0.025781362043158,0.565255220807464,0.635294730310898,0,1650
178,Vodyane,Marnskyi,Donetsk,47.82583,37.31184,0.0324990034198435,0.242242410255334,0.0452132681534943,0.182788888888889,1,0.568513119533528,0.227159256341596,0.0276430375601882,0.578148892977343,0.623945768791402,1,1650
179,Volnovakha,Volnovaskyi,Donetsk,47.60103,37.49674,0.0447196115985925,0.0206672308583137,0.0649859694445682,0.397222222222222,1,0.75801749271137,0.00278471625743436,0.025781362043158,0.441188641037648,0.635294730310898,1,185
180,Volkova,Telmanivskyi,Donetsk,47.38333,38.06667,0.016984213391399,5.98802395209581e-4,0.0710397387044094,0.252066666666667,1,0.250728862973761,0.0712522287214418,0.0111527062222944,0.0970199562999111,0.738941720478722,0,181
181,Vovkodayeve,Novoaidarskyi,Luhansk,49.06875,39.29861,0.0438059932035836,0,0.00352177942539388,0.200188888888889,1,0.256559766763848,0.407062708960827,0.00784662007344807,0.209486437093109,0.362506158509647,0,1650
182,Volya,Telmanivskyi,Donetsk,47.45094,38.07802,0.0168448331713638,5.9388834899039e-4,0.0704567541302235,0.221344444444444,1,0.341107871720117,0.196771639777542,0.0111527062222944,0.108654246471689,0.738941720478722,1,181
183,Vovchyy Yar,Krasnolymanskyi,Donetsk,49.201,37.66861,0.211446515397083,0.0295988654781199,0.179538087520259,0.151333333333333,1,0.428571428571429,0.27092694431195,0.00989235539960415,0.456526986910454,0.69637274041445,0,1650
184,Volchiy,Markivskyi,Luhansk,49.5,39.41667,0.0239920850853327,1.85505812515459e-4,0.00284442245857036,0.0731444444444444,1,0.489795918367347,0.133817299519732,0.00715851422899296,0.137007432677926,0.220722714551575,0,1650
185,Volchiy,Perevalskyi,Luhansk,48.42083,38.86639,0.364646554801856,0.0724964298464834,0.345925562299179,0.562766666666667,1,0.338192419825073,0.2744234177799,0.0462046839783267,0.30773335461622,0.47747559624861,0,73
186,Volcheyarovka Nomer Vtoroy,Popasnianskyi,Luhansk,48.83333,38.36667,0.230500056439779,0.322440456033412,0.307709673778079,0.227555555555556,1,0.244897959183673,0.351947046090155,0.0164436329540436,0.608427483302271,0.817865903340816,0,111
187,Vovchoyarivka,Popasnianskyi,Luhansk,48.84557,38.3769,0.231067356926646,0.323234037737984,0.30841042179411,0.225655555555556,1,0.239067055393586,0.31582357267389,0.0957494458126705,0.612198329155032,0.817865903340816,0,111
188,Vovchenka,Marnskyi,Donetsk,48.00787,37.355,0.0349280166229654,0.284717755899669,0.0528125463810419,0.413533333333333,0,0.346938775510204,0.182780852922263,0.253204250486993,0.593542884977033,0.623945768791402,0,1650
189,Vodyanyy,Starobeshivskyi,Donetsk,47.75,37.76667,0.199259226597293,0.177376902386823,0.110803963002032,0.664677777777778,1,0.475218658892128,0.19158503478655,0.0191446385063637,0.321559725070163,0.80054370701652,0,201
190,Vodyanskoye,Dobropilskyi,Donetsk,48.41042,37.10338,0.0309862136487523,0.427906115212617,0.056283242041756,0.154044444444444,1,0.472303206997085,0.267146384297828,0.216152735001697,0.832827535872473,0.423115736126204,0,1650
191,Vodyanoye,Dobropilskyi,Donetsk,48.41667,37.05,0.0310420698247753,0.426000053018053,0.0563846989900061,0.146266666666667,1,0.358600583090379,0.0637884130977262,0.397962971076979,0.859620014594183,0.423115736126204,0,1650
192,Vodyanoye,Lutuhynskyi,Luhansk,48.39278,39.12361,0.16872788817406,0.0136927641439219,0.0680152119166811,0.643322222222222,1,0.300291545189504,0.0303066074524825,0.0300884151418908,0.301172857484285,0.571983058335003,0,73
193,Vodyanoy,Krasnodonska,Luhansk,48.36583,39.7225,0.280012650221379,0.126565464895636,0.00733712839974699,0.606388888888889,1,0.524781341107872,0.179595270003477,0.125030326136809,0.0727833196460221,0.489972004487217,1,73
194,Vodino,Novoazovskyi,Donetsk,47.14776,37.78809,0.344926105131497,0.00221849182054573,0.39236364833284,0.657355555555555,0,0.157434402332362,0.0930515490842851,0.486804022767119,0.254068142134478,0.870780367997642,0,185
195,Vlasivka,Krasnodonskyi,Luhansk,48.27332,39.85611,0.277920773432105,0.125619938476992,0.0072823152740285,0.948066666666667,1,0.142857142857143,0.370636974741398,0.161851936034773,0.0251296426284711,0.489657887961827,0,111
196,Vlasovka,Lutuhynskyi,Luhansk,48.20528,39.3475,0.023315728455494,0.780291124565245,8.75950019322427e-4,0.260088888888889,1,0.60932944606414,0.31092692378673,0.0189738352887099,0.184854450685115,0.571983058335003,0,73
197,Vladimirovka,Artemivskyi,Donetsk,48.66602,38.19071,0.271688884110944,0.0317942377983229,0.0546656632982154,0.184388888888889,1,0.294460641399417,0.0248543148248167,0.0136756582394491,0.581307688082251,0.848977184019286,0,73
198,Volodymyrivka,Dobropilskyi,Donetsk,48.43859,37.34854,0.115519109535067,0.304545902285264,0.102910756501182,0.219544444444444,1,0.314868804664723,0.0536368510826918,0.00945429755462812,0.734646321332093,0.423115736126204,0,111
199,Vladimirovka,Antratsytivskyi,Luhansk,48.26583,38.86167,0.34327380952381,0.0933531746031746,0.336329365079365,0.495777777777778,1,1,0.233175473205293,0.154422742492963,0.220412445049773,0.839626822452335,0,73
200,Volodymyrivka,Volnovaskyi,Donetsk,47.73057,37.39001,0.195014762304542,0.178093170591966,0.108216054565054,0.270633333333333,0,0.524781341107872,0.317860878084274,0.0259837845690068,0.521844749524805,0.635294730310898,0,1650
